City,Hotel Name,Address,Price Text,Price Numeric,Rating & Reviews,Review Count,Hotel URL
Delhi,The IVY Grand Hotel - 5 Minutes from Connaught Place and New Delhi Railway Station With Free Secured Parking,"Paharganj, New Delhi (Chandni Chowk)","₹ 31,278",31278,Scored 8.6 8.6 Fabulous 559 reviews,8686559.0,https://www.booking.comhttps://www.booking.com/hotel/in/the-ivy-grand.en-gb.html
Delhi,Hotel D'Capitol - Delhi Airport,New Delhi,"₹ 7,997",7997,"Scored 7.3 7.3 Good 2,107 reviews",73732107.0,https://www.booking.comhttps://www.booking.com/hotel/in/gant.en-gb.html
Delhi,"Aman Continental With Restaurant - 5Mins from Connaught Place ,Railway Station & Metro","Paharganj, New Delhi (Chandni Chowk)","₹ 32,423",32423,Scored 8.4 8.4 Very good 184 reviews,8484184.0,https://www.booking.comhttps://www.booking.com/hotel/in/aman-continental.en-gb.html
Delhi,Hotel Arch at Delhi Airport By Arch Group,"Mahipalpur, New Delhi","₹ 19,715",19715,Scored 7.6 7.6 Good 229 reviews,7676229.0,https://www.booking.comhttps://www.booking.com/hotel/in/arch.en-gb.html
Delhi,Hotel Aman Imperial Just a Minute Away From New Delhi Railway Station and Connaught place,"Paharganj, New Delhi (Chandni Chowk)","₹ 15,565",15565,Scored 8.3 8.3 Very good 284 reviews,8383284.0,https://www.booking.comhttps://www.booking.com/hotel/in/aman-imperial.en-gb.html
Delhi,Hotel Shri Vinayak in City Centre at New Delhi Railway Station-By RCG Hotels,"Paharganj, New Delhi (Chandni Chowk)","₹ 9,311",9311,"Scored 8.3 8.3 Very good 2,005 reviews",83832005.0,https://www.booking.comhttps://www.booking.com/hotel/in/srivinayak.en-gb.html
Delhi,Hotel International Inn - Near Delhi Airport,"Mahipalpur, New Delhi","₹ 12,753",12753,"Scored 7.2 7.2 Good 1,767 reviews",72721767.0,https://www.booking.comhttps://www.booking.com/hotel/in/sahara-stay.en-gb.html
Delhi,The Elevate Hotel Near Delhi Airport With- Free Airport PICKUP,"Aerocity, New Delhi (Aerocity)","₹ 21,738",21738,Scored 8.2 8.2 Very good 497 reviews,8282497.0,https://www.booking.comhttps://www.booking.com/hotel/in/sos.en-gb.html
Delhi,Hotel Lotus Arc NEAR IGI AIRPORT,"Mahipalpur, New Delhi","₹ 9,598",9598,Scored 7.9 7.9 Good 24 reviews,797924.0,https://www.booking.comhttps://www.booking.com/hotel/in/lotus-arc-near-igi-airport.en-gb.html
Delhi,"Hotel New Frontier, City Centre - 2 Mins from OLD Delhi Railway Station & Chandni Chowk","Chandni Chowk, New Delhi (Chandni Chowk)","₹ 12,496",12496,Scored 7.0 7.0 Good 70 reviews,707070.0,https://www.booking.comhttps://www.booking.com/hotel/in/new-frontier.en-gb.html
Delhi,"Hotel City Pride - City Centre, with Free Airport Pickup","Paharganj, New Delhi (Chandni Chowk)","₹ 38,316",38316,"Scored 8.3 8.3 Very good 2,109 reviews",83832109.0,https://www.booking.comhttps://www.booking.com/hotel/in/ritz-new-delhi.en-gb.html
Delhi,"Hotel Taksh inn, Near Karol Bagh, Metro Station","Karol bagh, New Delhi","₹ 9,724",9724,Scored 8.5 8.5 Very good 15 reviews,858515.0,https://www.booking.comhttps://www.booking.com/hotel/in/hello-hotels-and-resort-taksh-karol-bagh.en-gb.html
Delhi,Saltstayz Thyme - New Friends Colony,"Okhla, New Delhi (Okhla)","₹ 18,475",18475,Scored 7.7 7.7 Good 379 reviews,7777379.0,https://www.booking.comhttps://www.booking.com/hotel/in/saltstayz-thyme-new-friends-colony.en-gb.html
Delhi,"Hotel Bricks, Karol Bagh, New Delhi","Karol bagh, New Delhi","₹ 12,528",12528,Scored 8.2 8.2 Very good 969 reviews,8282969.0,https://www.booking.comhttps://www.booking.com/hotel/in/bricks-karol-bagh-new-delhi1.en-gb.html
Delhi,Hotel SB Grand Inn - Paharganj,"Paharganj, New Delhi (Chandni Chowk)","₹ 11,998",11998,"Scored 7.8 7.8 Good 1,328 reviews",78781328.0,https://www.booking.comhttps://www.booking.com/hotel/in/hostel-s-b-inn-paharganj.en-gb.html
Delhi,Hotel Star Villa - Front of NDLS Station & 1 Minute from Connaught Place & City Centre,"Paharganj, New Delhi (Chandni Chowk)","₹ 35,280",35280,Scored 8.0 8.0 Very good 925 reviews,8080925.0,https://www.booking.comhttps://www.booking.com/hotel/in/star-villa-new-delhi.en-gb.html
Delhi,HOTEL SAINA INTERNATIONAL near CONNAUGHT PLACE,"Paharganj, New Delhi (Chandni Chowk)","₹ 12,750",12750,"Scored 8.2 8.2 Very good 1,160 reviews",82821160.0,https://www.booking.comhttps://www.booking.com/hotel/in/the-saina-international-new-delhi.en-gb.html
Delhi,Hotel Elegance,"Paharganj, New Delhi (Chandni Chowk)","₹ 11,398",11398,Scored 7.8 7.8 Good 235 reviews,7878235.0,https://www.booking.comhttps://www.booking.com/hotel/in/elegance.en-gb.html
Delhi,Lemon Green Residency - Hotel and Serviced Apartments,"Chattarpur, New Delhi","₹ 14,796",14796,Scored 8.5 8.5 Very good 135 reviews,8585135.0,https://www.booking.comhttps://www.booking.com/hotel/in/lemon-green-residency.en-gb.html
Delhi,Airport Hotel Devrana,New Delhi,"₹ 6,270",6270,Scored 7.8 7.8 Good 166 reviews,7878166.0,https://www.booking.comhttps://www.booking.com/hotel/in/airport-devrana.en-gb.html
Delhi,99 Hotel AIRPORT Stay NEAR Delhi Airport WITH- Free Airport PICKUP,New Delhi,"₹ 26,996",26996,Scored 8.6 8.6 Fabulous 240 reviews,8686240.0,https://www.booking.comhttps://www.booking.com/hotel/in/aashiyana-plaza.en-gb.html
Delhi,The Lohmod Hotel - a Luxury Boutique Hotel - Free One Way Airport Cab,"Mahipalpur, New Delhi","₹ 12,578",12578,Scored 6.9 6.9 Review score 200 reviews,6969200.0,https://www.booking.comhttps://www.booking.com/hotel/in/era-new-delhi.en-gb.html
Delhi,Hotel Venus at Delhi Airport By Arch Group,"Mahipalpur, New Delhi","₹ 30,235",30235,Scored 8.4 8.4 Very good 113 reviews,8484113.0,https://www.booking.comhttps://www.booking.com/hotel/in/the-armani-delhi.en-gb.html
Delhi,"Hotel Z Suites - FREE Airport Drop Indira Gandhi International Airport, New Delhi","Aerocity, New Delhi (Aerocity)","₹ 17,598",17598,Scored 7.5 7.5 Good 231 reviews,7575231.0,https://www.booking.comhttps://www.booking.com/hotel/in/zsui-prime.en-gb.html
Delhi,Hotel Star By Star Group- Near Delhi Airport,"Mahipalpur, New Delhi","₹ 14,170",14170,Scored 7.8 7.8 Good 882 reviews,7878882.0,https://www.booking.comhttps://www.booking.com/hotel/in/star-one-delhi.en-gb.html
Delhi,Hotel Armani Suites-Near Aerocity,"Aerocity, New Delhi (Aerocity)","₹ 11,957",11957,Scored 8.6 8.6 Fabulous 490 reviews,8686490.0,https://www.booking.comhttps://www.booking.com/hotel/in/smart-luxury-new-delhi.en-gb.html
Delhi,Hotel Guru Preet - Near to New Delhi Railway Station,"Paharganj, New Delhi (Chandni Chowk)","₹ 11,968",11968,Scored 7.5 7.5 Good 71 reviews,757571.0,https://www.booking.comhttps://www.booking.com/hotel/in/guru-preet-new-delhi-train-station.en-gb.html
Delhi,Hotel Almati Inn Near Delhi Airport - With Free Airport Pickup,New Delhi,"₹ 25,200",25200,Scored 8.4 8.4 Very good 597 reviews,8484597.0,https://www.booking.comhttps://www.booking.com/hotel/in/ankur-plaza.en-gb.html
Delhi,Natraj Yes Please -New Delhi,"Paharganj, New Delhi (Chandni Chowk)","₹ 15,840",15840,Scored 8.0 8.0 Very good 350 reviews,8080350.0,https://www.booking.comhttps://www.booking.com/hotel/in/natraj-yes-please.en-gb.html
Delhi,Peepal Tree Residency,"Malviya Nagar, New Delhi","₹ 14,780",14780,Scored 8.4 8.4 Very good 203 reviews,8484203.0,https://www.booking.comhttps://www.booking.com/hotel/in/peepal-tree-residency.en-gb.html
Delhi,Hotel Samrat Residency 10 Mints Walking Distance Nizamuddin Railway Station,New Delhi,"₹ 11,880",11880,Scored 8.3 8.3 Very good 576 reviews,8383576.0,https://www.booking.comhttps://www.booking.com/hotel/in/samrat-residency-new-delhi.en-gb.html
Delhi,The Iconic Hotel Delhi International Airport,New Delhi,"₹ 9,314",9314,Scored 8.0 8.0 Very good 233 reviews,8080233.0,https://www.booking.comhttps://www.booking.com/hotel/in/the-clink-by-iconic-delhi-airport.en-gb.html
Delhi,Hotel International Inn by Star Group - Near Delhi Airport,"Mahipalpur, New Delhi","₹ 14,170",14170,Scored 7.0 7.0 Good 624 reviews,7070624.0,https://www.booking.comhttps://www.booking.com/hotel/in/delhi-international-by-star.en-gb.html
Delhi,Hotel IVY Near Delhi Airport,"Mahipalpur, New Delhi","₹ 4,259",4259,Scored 5.5 5.5 Review score 126 reviews,5555126.0,https://www.booking.comhttps://www.booking.com/hotel/in/laxman-palace-delhi.en-gb.html
Delhi,Hotel Shanti Villa- New Delhi Railway Station,"Paharganj, New Delhi (Chandni Chowk)","₹ 11,038",11038,Scored 8.2 8.2 Very good 120 reviews,8282120.0,https://www.booking.comhttps://www.booking.com/hotel/in/shanti-villa.en-gb.html
Delhi,Hotel Breezy Heights near Delhi IGI airport,"Mahipalpur, New Delhi","₹ 5,915",5915,Scored 8.5 8.5 Very good 26 reviews,858526.0,https://www.booking.comhttps://www.booking.com/hotel/in/jip-breezy-heights.en-gb.html
Delhi,All Time Residency Luxe Collection,"Paharganj, New Delhi (Chandni Chowk)","₹ 23,998",23998,Scored 8.7 8.7 Fabulous 124 reviews,8787124.0,https://www.booking.comhttps://www.booking.com/hotel/in/the-all-time-residency-new-delhi.en-gb.html
Delhi,Hotel Velvet Crown Airport Stay WIth- Free Airport Pickup Delhi Airport,New Delhi,"₹ 18,372",18372,Scored 8.5 8.5 Very good 94 reviews,858594.0,https://www.booking.comhttps://www.booking.com/hotel/in/devas-suites.en-gb.html
Delhi,Hotel Pearl Plaza - In City Centre Connaught Place & Walk IN NDLS Station,"Paharganj, New Delhi (Chandni Chowk)","₹ 16,109",16109,Scored 8.6 8.6 Fabulous 384 reviews,8686384.0,https://www.booking.comhttps://www.booking.com/hotel/in/pearl-plaza-boutique.en-gb.html
Delhi,Hotel Godwin Deluxe New Delhi Railway Station and Connaught place - Free Airport Pick-Up,"Paharganj, New Delhi (Chandni Chowk)","₹ 39,788",39788,"Scored 8.4 8.4 Very good 1,118 reviews",84841118.0,https://www.booking.comhttps://www.booking.com/hotel/in/godwin-deluxe-new-delhi.en-gb.html
Delhi,The Grand Orion - Kailash Colony,"Kailash Colony, New Delhi","₹ 46,797",46797,Scored 8.0 8.0 Very good 170 reviews,8080170.0,https://www.booking.comhttps://www.booking.com/hotel/in/mapple-express.en-gb.html
Delhi,South INN near AIIMS Hospital Green Park South Delhi,"Safdarjung Enclave, New Delhi","₹ 14,700",14700,Scored 8.7 8.7 Fabulous 24 reviews,878724.0,https://www.booking.comhttps://www.booking.com/hotel/in/south-inn-in-south-delhi-near-us-embassy.en-gb.html
Delhi,JS Residency Luxe Collection Hotel Near Nizamuddin Railway Station,New Delhi,"₹ 55,000",55000,Scored 8.6 8.6 Fabulous 118 reviews,8686118.0,https://www.booking.comhttps://www.booking.com/hotel/in/j-residency-suites-near-nizamuddin-railway-station.en-gb.html
Delhi,Amara Inn- Near IGI Delhi Airport,"Mahipalpur, New Delhi","₹ 5,193",5193,Scored 7.4 7.4 Good 69 reviews,747469.0,https://www.booking.comhttps://www.booking.com/hotel/in/amara-inn-near-delhi-airport.en-gb.html
Delhi,HOTEL ICONIC At Delhi International Airport,New Delhi,"₹ 8,651",8651,Scored 8.3 8.3 Very good 543 reviews,8383543.0,https://www.booking.comhttps://www.booking.com/hotel/in/iconic-suites-new-delhi.en-gb.html
Delhi,Family Hotel - Paharganj Guest - PG,"Paharganj, New Delhi (Chandni Chowk)","₹ 3,023",3023,Scored 10 10 Exceptional 3 reviews,10103.0,https://www.booking.comhttps://www.booking.com/hotel/in/spark-inn-new-delhi.en-gb.html
Delhi,Novotel New Delhi Aerocity,"Aerocity, New Delhi (Aerocity)","₹ 70,500",70500,"Scored 7.9 7.9 Good 3,037 reviews",79793037.0,https://www.booking.comhttps://www.booking.com/hotel/in/novotel-new-delhi-aerocity.en-gb.html
Delhi,FairMount Plaza Inns Near International Airport,"Aerocity, New Delhi (Aerocity)","₹ 9,996",9996,Scored 8.7 8.7 Fabulous 181 reviews,8787181.0,https://www.booking.comhttps://www.booking.com/hotel/in/namo-again-by-igi-new-delhi.en-gb.html
Delhi,Seven inns Hotel Unit By G K Group Near IGI Airport,New Delhi,"₹ 5,437",5437,Scored 8.7 8.7 Fabulous 279 reviews,8787279.0,https://www.booking.comhttps://www.booking.com/hotel/in/lovely-new-delhi.en-gb.html
Delhi,Arch The Lohias,"Mahipalpur, New Delhi","₹ 28,798",28798,Scored 6.8 6.8 Review score 59 reviews,686859.0,https://www.booking.comhttps://www.booking.com/hotel/in/arch-the-lohias.en-gb.html
Delhi,"The Ashok, New Delhi","Chanakyapuri, New Delhi","₹ 60,996",60996,"Scored 6.1 6.1 Review score 1,795 reviews",61611795.0,https://www.booking.comhttps://www.booking.com/hotel/in/the-ashok.en-gb.html
Delhi,Hotel Chanchal Deluxe - New Delhi Train Station,"Paharganj, New Delhi (Chandni Chowk)","₹ 7,224",7224,Scored 7.8 7.8 Good 557 reviews,7878557.0,https://www.booking.comhttps://www.booking.com/hotel/in/chanchal-deluxe-delhi.en-gb.html
Delhi,Hotel El De Olive Aero Suites Near Delhi IGI Airport,New Delhi,"₹ 5,688",5688,Scored 8.7 8.7 Fabulous 61 reviews,878761.0,https://www.booking.comhttps://www.booking.com/hotel/in/delhi-airport-flashpackers.en-gb.html
Delhi,Krishna Deluxe-By RCG Hotels With Free Airport Pick up,"Paharganj, New Delhi (Chandni Chowk)","₹ 19,550",19550,"Scored 8.4 8.4 Very good 1,953 reviews",84841953.0,https://www.booking.comhttps://www.booking.com/hotel/in/krishna-deluxe.en-gb.html
Delhi,Best Western Maharani Bagh New Delhi,"New Friends Colony, New Delhi","₹ 28,873",28873,Scored 8.2 8.2 Very good 284 reviews,8282284.0,https://www.booking.comhttps://www.booking.com/hotel/in/best-western-maharani-bagh-new-delhi.en-gb.html
Delhi,Hotel Belwoods Near Delhi Airport,"Aerocity, New Delhi (Aerocity)","₹ 7,997",7997,Scored 8.7 8.7 Fabulous 21 reviews,878721.0,https://www.booking.comhttps://www.booking.com/hotel/in/ssp-inn.en-gb.html
Delhi,Hotel Baba Deluxe near New Delhi Railway Station and City Center -By RCG Hotels,"Paharganj, New Delhi (Chandni Chowk)","₹ 10,829",10829,"Scored 8.4 8.4 Very good 2,291 reviews",84842291.0,https://www.booking.comhttps://www.booking.com/hotel/in/baba-deluxe.en-gb.html
Delhi,Hotel Atlantis Continental,"Paharganj, New Delhi (Chandni Chowk)","₹ 8,117",8117,Scored 8.2 8.2 Very good 547 reviews,8282547.0,https://www.booking.comhttps://www.booking.com/hotel/in/east-side-new-delhi.en-gb.html
Delhi,"THE SINGH EMPIRE, New Delhi City Centre","Paharganj, New Delhi (Chandni Chowk)","₹ 22,926",22926,"Scored 8.1 8.1 Very good 2,207 reviews",81812207.0,https://www.booking.comhttps://www.booking.com/hotel/in/ilodge-db-gupta-rd.en-gb.html
Delhi,Hotel Panickers Residency - Near Ganga Ram & BLK Hospital - Karol Bagh,"Karol bagh, New Delhi","₹ 29,899",29899,Scored 8.4 8.4 Very good 596 reviews,8484596.0,https://www.booking.comhttps://www.booking.com/hotel/in/panickers-residency-delhi.en-gb.html
Delhi,The Waves Hotel with Free Airport Pickup or Drop,"Aerocity, New Delhi (Aerocity)","₹ 15,836",15836,Scored 8.2 8.2 Very good 50 reviews,828250.0,https://www.booking.comhttps://www.booking.com/hotel/in/the-waves-new-delhi.en-gb.html
Delhi,Hotel Grand Godwin -Near Connaught Place- Free Airport Pick-Up,"Paharganj, New Delhi (Chandni Chowk)","₹ 28,000",28000,"Scored 8.4 8.4 Very good 1,002 reviews",84841002.0,https://www.booking.comhttps://www.booking.com/hotel/in/grand-godwin-new-delhi.en-gb.html
Delhi,"Hotel The Vanson Pride - Luxury Living at City Centre, New Delhi","Paharganj, New Delhi (Chandni Chowk)","₹ 22,000",22000,Scored 8.2 8.2 Very good 865 reviews,8282865.0,https://www.booking.comhttps://www.booking.com/hotel/in/the-vanson-pride-new-delhi.en-gb.html
Delhi,My hotel Sector 23 Near Yashobhoomi Dwarka,"Dwarka, New Delhi","₹ 23,758",23758,Scored 7.6 7.6 Good 37 reviews,767637.0,https://www.booking.comhttps://www.booking.com/hotel/in/agarwal-villas-by-my.en-gb.html
Delhi,Airport Hotel Grand,"Mahipalpur, New Delhi","₹ 9,587",9587,"Scored 8.0 8.0 Very good 3,133 reviews",80803133.0,https://www.booking.comhttps://www.booking.com/hotel/in/the-grand-sarwan.en-gb.html
Delhi,"Airport Le Premier, New Delhi","Mahipalpur, New Delhi","₹ 14,636",14636,Scored 8.4 8.4 Very good 658 reviews,8484658.0,https://www.booking.comhttps://www.booking.com/hotel/in/airport-le-premier-new-delhi.en-gb.html
Delhi,Hotel Namaste Hindustan Just a Minute Away From New Delhi Railway Station and Connaught place,"Paharganj, New Delhi (Chandni Chowk)","₹ 32,725",32725,"Scored 8.8 8.8 Fabulous 2,098 reviews",88882098.0,https://www.booking.comhttps://www.booking.com/hotel/in/namaste-hindustan-just-a-minute-away-from-new-delhi-railway-station.en-gb.html
Delhi,BLESS INN - Near Connaught Place,"Paharganj, New Delhi (Chandni Chowk)","₹ 40,320",40320,"Scored 8.2 8.2 Very good 1,483 reviews",82821483.0,https://www.booking.comhttps://www.booking.com/hotel/in/bless-inn-new-delhi1.en-gb.html
Delhi,Hindustan By Backpackers Heaven - Traveller's Choice Award 2025 Best of Best Winning Hotel,"Paharganj, New Delhi (Chandni Chowk)","₹ 11,329",11329,"Scored 8.4 8.4 Very good 1,850 reviews",84841850.0,https://www.booking.comhttps://www.booking.com/hotel/in/hindustan-international-dx-new-delhi.en-gb.html
Delhi,Radisson Blu Hotel New Delhi Paschim Vihar,"Pashim Vihar, New Delhi","₹ 29,500",29500,"Scored 6.6 6.6 Review score 1,537 reviews",66661537.0,https://www.booking.comhttps://www.booking.com/hotel/in/radisson-blu-new-delhi.en-gb.html
Delhi,Empire Suites - Luxury Collection Hotel,"Paharganj, New Delhi (Chandni Chowk)","₹ 32,397",32397,Scored 8.1 8.1 Very good 181 reviews,8181181.0,https://www.booking.comhttps://www.booking.com/hotel/in/empire-suites-new-delhi-city-center.en-gb.html
Delhi,Hotel Blue Pearl - Free Airport Pick up,"Paharganj, New Delhi (Chandni Chowk)","₹ 14,364",14364,"Scored 8.1 8.1 Very good 3,423 reviews",81813423.0,https://www.booking.comhttps://www.booking.com/hotel/in/blue-pearl.en-gb.html
Delhi,"Hotel Grand Plaza-City Centre, 2 Minutes-Walking-From New Delhi Station BY M S HOSPITALITY","Paharganj, New Delhi (Chandni Chowk)","₹ 25,199",25199,Scored 9.0 9.0 Superb 33 reviews,909033.0,https://www.booking.comhttps://www.booking.com/hotel/in/grand-plaza.en-gb.html
Delhi,Airport La Sapphire Hotel & Restaurant,"Mahipalpur, New Delhi","₹ 12,686",12686,"Scored 8.2 8.2 Very good 1,456 reviews",82821456.0,https://www.booking.comhttps://www.booking.com/hotel/in/la-sapphire-amp-restuarant.en-gb.html
Delhi,Hotel Yes Boss International- Awarded Best Hotel 2025 in Budget Category,"Paharganj, New Delhi (Chandni Chowk)","₹ 7,072",7072,"Scored 8.0 8.0 Very good 1,345 reviews",80801345.0,https://www.booking.comhttps://www.booking.com/hotel/in/fabhotel-new-delhi-railway-station-2.en-gb.html
Delhi,Hotel Mayda Prime Near Delhi Airport,"Mahipalpur, New Delhi","₹ 5,335",5335,Scored 7.3 7.3 Good 366 reviews,7373366.0,https://www.booking.comhttps://www.booking.com/hotel/in/mayda-prime-near-delhi-airport.en-gb.html
Delhi,The IVY Grand Hotel - 5 Minutes from Connaught Place and New Delhi Railway Station With Free Secured Parking,"Paharganj, New Delhi (Chandni Chowk)","₹ 31,278",31278,Scored 8.6 8.6 Fabulous 559 reviews,8686559.0,https://www.booking.comhttps://www.booking.com/hotel/in/the-ivy-grand.en-gb.html
Delhi,Hotel D'Capitol - Delhi Airport,New Delhi,"₹ 7,997",7997,"Scored 7.3 7.3 Good 2,107 reviews",73732107.0,https://www.booking.comhttps://www.booking.com/hotel/in/gant.en-gb.html
Delhi,"Aman Continental With Restaurant - 5Mins from Connaught Place ,Railway Station & Metro","Paharganj, New Delhi (Chandni Chowk)","₹ 32,423",32423,Scored 8.4 8.4 Very good 184 reviews,8484184.0,https://www.booking.comhttps://www.booking.com/hotel/in/aman-continental.en-gb.html
Delhi,Hotel Arch at Delhi Airport By Arch Group,"Mahipalpur, New Delhi","₹ 19,715",19715,Scored 7.6 7.6 Good 229 reviews,7676229.0,https://www.booking.comhttps://www.booking.com/hotel/in/arch.en-gb.html
